sku	asin	price	quantity	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	Minimum order quantity	Sell remainder
203940	B07WDDTZTP	34.99	100																					
203941	B07WFJ5P5P	34.99	100																					
203943	B07WFK43XY	34.99	100																					
203944	B07WFJ7291	29.99	22																					
203945	B07WGK2GG4	29.99	29																					
203946	B07WGDLM8L	31.99	100																					
203947	B07WDFR95X	34.99	63																					
203949	B07WFLH7YN	34.99	100																					
203964	B08CPP77LN	29.99	2																					
203967	B09Q34LL46	34.99	100																					
203969	B09Q33Y44F	34.99	100																					
203975	B07WDFHNDH	37.99	12																					
203978	B07WGFW46K	29.99	47																					
203979	B07WGDLXMG	29.99	19																					
203991	B09NJJNB2Y	45.99	100																					
203992	B09NKS1SMV	29.99	9																					
203994	B09NJJNXG4	19.99	27																					
203996	B09RHQPPT1	12.99	15																					
203999	B09NKPKYWG	17.99	22																					
204001	B09NKQMH28	49.99	13																					
204002	B09NJJP9P1	3.99	57																					
204007	B09NHRGGD9	49.99	10																					
204008	B09NKRT37X	44.99	23																					
204009	B09NKPVXN4	29.99	6																					
204034	B09V5Q83ZC	15.99	16																					
204048	B084DFLNQT	12.99	55																					
204092	B09G2RK57Y	19.99	10																					
204107	B09DQ142KL	9.99	7																					
204108	B09DPT637C	9.99	29																					
204113	B09DPTG823	9.99	100																					
204133	B07WFLHBRJ	29.99	34																					
204194	B09ZV8Q9ST	7.99	100																					
204213	B097YPHXCW	44.99	63																					
204214	B097YNZCQP	36.99	100																					
204244	B0BQZFHRN9	19.99	30																					
204274	B0949Q9XD4	14.99	94																					
204276	B08TB6HXQ4	14.99	41																					
204277	B08TB5CGV5	14.99	42																					
204287	B094B4WGSN	14.99	6																					
204289	B08TB5WW29	14.99	17																					
204307	B09PR99KT7	42.99	44																					
204310	B09BDQRP2X	34.99	11																					
204337	B09VGXHJQG	14.99	2																					
204338	B09RHQTQT7	14.99	9																					
204346	B09RHQJTB7	14.99	15																					
204413	B09S3XHCHX	9.99	100																					
204420	B09S418X52	8.99	25																					
204433	B09Q958VCH	16.99	15																					
204434	B09Q92DHN6	16.99	70																					
204436	B09Q92PYKB	16.99	48																					
204437	B09Q92N1J9	16.99	28																					
204438	B09Q956NL3	16.99	45																					
204440	B09Q92SBZ2	16.99	100																					
204441	B09Q94YGFB	16.99	100																					
204442	B09Q927LSJ	16.99	100																					
204444	B09Q94FYW4	16.99	100																					
204445	B09Q943VFY	16.99	89																					
204446	B09Q949NZS	16.99	100																					
204457	B09Q93JP12	16.99	84																					
204461	B09Q94JTDS	16.99	23																					
204463	B09Q944HW1	39.99	47																					
204464	B09S3XL3F6	21.99	8																					
204474	B09RCKLH45	94.99	16																					
204476	B09RCHJTNT	119.99	17																					
204477	B09Q93FFV5	16.99	100																					
204479	B09Q94RJRX	16.99	100																					
204481	B09Q948CFJ	39.99	100																					
204518	B09Q5VMBR2	54.99	7																					
204585	B09QXYYHG4	199.99	6																					
204591	B09QSD6WNZ	49.99	11																					
204596	B09QSB4BLD	49.99	10																					
204606	B09YS1GSM9	19.95	26																					
204621	B09SJ22KB4	6.95	38																					
204624	B099F1QCQ2	6.95	19																					
204625	B099F1D7NV	6.95	23																					
204626	B099DYN6HL	6.95	5																					
204630	B08XC4NKL7	14.99	100																					
204632	B08XC3P6RC	14.99	100																					
204633	B09LDZQ16N	14.99	100																					
204636	B09C157B1F	14.99	28																					
204642	B09C139ZRB	14.99	23																					
204643	B09YRXM2NF	14.99	29																					
204672	B09R1R74MJ	49.99	13																					
204673	B09R1RMJ2C	49.99	8																					
204701	B09YHXMVS5	24.99	30																					
204702	B09YHYZF6Y	24.99	37																					
204703	B09YHWHFL8	24.99	6																					
204717	B0185DK7KG	9.99	16																					
204720	B009GDD4DM	9.99	5																					
204721	B09CTL87Y8	9.99	21																					
204770	B09MQLP53N	49.99	100																					
204968	B09RDNLCHR	59.99	9																					
204969	B09RTV62ZC	219.99	10																					
204970	B09RDK5WVX	49.99	9																					
204986	B07WJSBQ7C	27.99	4																					
204987	B07WFJKS54	27.99	11																					
204988	B07WFLHJKQ	27.99	4																					
204989	B07WFLD43V	34.99	15																					
204990	B07WGLBWFB	34.99	21																					
204991	B07WFLB626	29.99	6																					
205004	B07WFKNMSJ	31.99	43																					
205005	B07WQ29LGC	34.99	7																					
205006	B07WHMY9K4	34.99	80																					
205007	B07WJRSX6L	34.99	58																					
205008	B07W73LMBT	34.99	100																					
205009	B07VGJ3QQS	34.99	100																					
205014	B07WFKCSJ1	18.99	64																					
205015	B07WJS31GV	18.99	78																					
205016	B07WMNRN63	18.99	25																					
205018	B07WMN89HN	29.99	25																					
205019	B07WQ2G7J2	34.99	100																					
205020	B07WQ1YJ8R	34.99	100																					
205023	B07WMNKQXL	34.99	100																					
205024	B07WMMWHXL	34.99	21																					
205042	B07WFJ61LX	34.99	18																					
205047	B07WDGGHG2	34.99	6																					
205054	B07WGKNMTY	29.99	3																					
205057	B09T9RMZCF	29.99	11																					
205153	B08B67TMM3	59.99	23																					
205154	B08B66QDF3	59.99	26																					
205155	B08B6728CY	59.99	32																					
205156	B08B673LSR	59.99	39																					
205157	B09RQZ262S	69.99	20																					
205163	B09YS38N58	20.99	34																					
205164	B09YS1GC21	20.99	27																					
205247	B09T78W64D	59.99	36																					
205248	B09T7B8CNM	89.99	13																					
205339	B0B2KB35YG	20.99	15																					
205409	B09S8D7ZV5	16.99	100																					
205410	B09S8LHCKY	16.99	100																					
205428	B092ZZHDZX	16.99	41																					
205430	B095HWBVCX	16.99	100																					
205436	B09SBK3TJF	14.99	27																					
205438	B09SBHFP9B	14.99	41																					
205439	B09SBGSD54	14.99	22																					
205440	B09SBG7X1B	14.99	45																					
205442	B09SBGKM9L	14.99	10																					
205443	B09SBG89LN	14.99	43																					
205444	B09SBGPLR6	14.99	53																					
205445	B09SBH42QQ	14.99	37																					
205446	B09SBJD25G	14.99	12																					
205447	B09SBKHPLJ	14.99	47																					
205448	B09SBGCPKJ	14.99	50																					
205449	B09SBJ3RPB	14.99	43																					
205450	B09SBJ2XH1	14.99	45																					
205451	B09SBGJMJM	14.99	56																					
205453	B09SBG825Q	14.99	21																					
205454	B09SBGJNVC	14.99	67																					
205455	B09SBK251H	14.99	7																					
205463	B09SBHXZMQ	16.99	9																					
205465	B09DL7D264	16.99	6																					
205475	B09SBFWZSK	29.99	31																					
205476	B09SBHQ66N	29.99	25																					
205477	B09SBFFLHK	29.99	19																					
205499	B09HQ6VBNT	28.99	2																					
205543	B09TYX3MW3	179.99	8																					
205548	B09SG4YRS4	49.99	7																					
205567	B0B2122JFF	16.99	46																					
205570	B0B213FSNB	16.99	22																					
205650	B09V5R279Y	15.99	7																					
205664	B0B8S3MSDN	24.99	5																					
205665	B0B8S5LLJR	24.99	4																					
205666	B0B8S65TFP	24.99	3																					
205671	B0B7BBNPCM	21.99	2																					
205674	B0B8NYVPXK	24.99	6																					
205675	B0B8NYWQ1S	24.99	4																					
205676	B0B8NYYJVK	24.99	5																					
205677	B0B8NVG74X	24.99	3																					
205678	B0BGCC3S6Q	24.99	6																					
205679	B0BGCD9RCT	24.99	6																					
205680	B0BGCDVK99	24.99	5																					
205681	B0BGCDK2VN	24.99	4																					
205693	B0BKPT7WXS	24.99	5																					
205696	B0BJZ3RB84	21.99	5																					
205697	B0BJZ5TD7T	21.99	5																					
205698	B0BJZZTD23	21.99	4																					
205735	B09WYRFZS5	12.99	62																					
205737	B09WYQNX19	12.99	27																					
205738	B09XF4362R	12.99	22																					
205739	B09WYMH4VY	12.99	10																					
205741	B09T81WPDJ	59.99	13																					
205833	B09TYWQJ29	89.99	10																					
205840	B09TYWVWRK	189.99	13																					
205862	B09SZ1GQZY	49.99	100																					
205863	B09SZ1VP44	49.99	65																					
205876	B08WPZ24J9	15.99	8																					
205877	B08WPQJL8V	15.99	7																					
205879	B09NMHQQYM	21.99	4																					
205880	B09NMHXSC2	21.99	4																					
205883	B09NMFVDLN	21.99	2																					
205884	B09NMHP719	21.99	4																					
205885	B09NMGNH8L	21.99	5																					
205886	B09NMH9Q43	21.99	4																					
205887	B09NMFS6R9	21.99	3																					
205984	B09YCH462F	9.99	30																					
205985	B09YCP18PR	9.99	27																					
206091	B09TYWCTLF	199.99	21																					
206092	B09TYWWNF6	229.99	27																					
206093	B09TYWP8ML	179.99	14																					
206104	B09H262993	12.99	24																					
206136	B09TPYX84S	16.99	100																					
206155	B09TTCJMJ5	34.99	8																					
206156	B09TTDGYS8	34.99	9																					
206163	B09TTCW4CS	32.99	62																					
206164	B09TTCY131	32.99	25																					
206165	B09TTK5B3P	32.99	72																					
206167	B09TTFT2Y8	34.99	14																					
206170	B09TTDQ4TG	31.99	19																					
206171	B09TTCR8XF	31.99	26																					
206175	B09TTFBD1N	32.99	81																					
206176	B09TTDNLM2	32.99	57																					
206179	B09TTCB84V	31.99	18																					
206180	B09TTCV93H	34.99	76																					
206182	B09TTD82ZQ	31.99	42																					
206183	B09TTDXJ1M	32.99	54																					
206184	B09TTD6VLW	31.99	42																					
206185	B09TTHHPVB	31.99	23																					
206186	B09TTHM3MX	34.99	100																					
206188	B07WGJXZTZ	34.99	100																					
206189	B09TTFVB4G	31.99	32																					
206192	B09TTDCKS5	34.99	100																					
206204	B07NXZDBFJ	38.99	11																					
206205	B07P37LS4G	38.99	7																					
206212	B07WDGGCCB	85.99	63																					
206216	B09TFBQPH7	29.99	34																					
206217	B09TFBN59S	29.99	29																					
206218	B09TF8LR6Q	29.99	28																					
206219	B09TF8XH5X	29.99	35																					
206221	B09TFBB3LJ	29.99	23																					
206222	B09TFBPCB8	29.99	7																					
206223	B09TFFN9C4	34.99	9																					
206246	B09TZBZSCJ	24.99	5																					
206263	B09VGV6P33	4.99	7																					
206284	B09SVVNCXQ	59.99	13																					
206287	B09SVTP5RG	29.99	19																					
206292	B09V86JR6T	29.99	5																					
206293	B09V85J3HG	29.99	3																					
206294	B09V85BHGF	29.99	7																					
206296	B09V85XTRT	29.99	5																					
206297	B09V85TFDW	29.99	11																					
206298	B09V868CCR	29.99	9																					
206299	B09V866KVY	29.99	6																					
206300	B09V85KDVY	29.99	13																					
206301	B09V853DFT	29.99	2																					
206302	B09V859QLH	29.99	4																					
206303	B09V862L9V	29.99	2																					
206308	B09V84BSHF	18.99	18																					
206309	B09V85YF9T	18.99	26																					
206310	B09V85GWVT	18.99	1																					
206311	B09V85DL3W	16.99	100																					
206312	B09V85T1B7	16.99	100																					
206313	B09V86G6NG	16.99	100																					
206314	B09V85BDM4	16.99	100																					
206315	B09V85LW1W	16.99	100																					
206319	B09V859QB7	14.99	6																					
206320	B09V85X16X	14.99	39																					
206321	B09V85JG11	14.99	15																					
206322	B09V85DGBF	14.99	36																					
206323	B09V866FCG	16.99	17																					
206324	B09V8HF67W	16.99	45																					
206326	B09V87CN7P	16.99	19																					
206328	B09V8H1KLB	16.99	100																					
206329	B09V85FQD5	16.99	100																					
206330	B09V85J4X7	16.99	100																					
206331	B09V85MRV4	16.99	100																					
206332	B09V85D9V9	16.99	1																					
206335	B09V85PG5N	16.99	18																					
206339	B09V85WWVX	16.99	9																					
206341	B09V86K2CC	16.99	100																					
206343	B09V8584T6	16.99	100																					
206344	B09V86HPTM	16.99	11																					
206345	B09V85NDTP	16.99	100																					
206349	B09V8557S5	16.99	100																					
206350	B09V86CR8L	44.99	69																					
206351	B09V865T8C	44.99	100																					
206378	B09V86FV8V	16.99	9																					
206384	B09V87L8LM	17.99	10																					
206385	B09V8641Z7	17.99	8																					
206386	B09V85TZHD	19.99	9																					
206387	B09V877R6Z	17.99	13																					
206388	B08MQ5G5P8	16.99	19																					
206389	B08MPZSV7R	16.99	22																					
206390	B08MPTFFXS	16.99	15																					
206394	B09V87QMJR	16.99	25																					
206397	B08WCB3XZR	16.99	3																					
206398	B08WDW8RRK	16.99	50																					
206404	B09V85514W	29.99	38																					
206406	B09V85PYF5	29.99	25																					
206433	B0019EQTGA	29.99	6																					
206434	B01MTPNVKK	29.99	29																					
206500	B0C79DSCST	5.99	100																					
206505	B071GD7S94	6.99	100																					
206531	B09SHLZ18Z	29.99	11																					
206533	B09V2PMZK3	49.99	10																					
206583	B09VTL9PPR	9.99	6																					
206659	B07DQKYJV9	7.99	6																					
206663	B09YDFMYYZ	17.99	3																					
206664	B09YDF62VY	17.99	2																					
206665	B09YDGM8TM	17.99	12																					
206675	B08TB2848G	19.99	4																					
206677	B08T9X4XG5	19.99	3																					
206678	B08T9XZWLT	19.99	4																					
206683	B09VY4D9H9	16.99	100																					
206684	B09VY349GD	16.99	100																					
206729	B09V7QXF3T	49.99	6																					
206732	B09W19D77C	139.99	29																					
206737	B07HG6F3DT	7.99	8																					
206748	B078HBLXXX	7.99	68																					
206814	B08LH1QYKT	14.99	9																					
206902	B0BKV12ZXW	14.99	16																					
206921	B09JX18355	24.99	7																					
206922	B09JWYXN43	24.99	15																					
206923	B09JWZCNYF	24.99	22																					
206924	B09JX2YQP8	24.99	9																					
206940	B09XR783LH	24.99	18																					
206955	B0BKV1X7ZF	14.99	35																					
207121	B09VKY33HW	49.99	52																					
207132	B084562JMN	9.99	6																					
207137	B088RLVJKB	9.99	15																					
207227	B09XR93R34	19.99	14																					
207331	B09X7C7GF7	199.99	16																					
207332	B09X7MGQ7K	124.99	8																					
207353	B08HLV6TQS	49.99	97																					
207356	B09W5P47DH	49.99	67																					
207357	B09W5MH1M4	49.99	35																					
207373	B09W5NZZ4M	109.99	8																					
207421	B09X5W3K3B	34.99	18																					
207424	B09X5WSD26	29.99	26																					
207431	B09X6L2375	31.99	15																					
207437	B09X7CGX1G	34.99	100																					
207438	B09X7K6VGC	34.99	100																					
207440	B09X5WXGNJ	32.99	20																					
207442	B09X5Y44B6	31.99	25																					
207444	B09X5XBGKB	34.99	100																					
207446	B09X5X5JTW	32.99	26																					
207448	B09X5WLTXC	34.99	100																					
207449	B09X5VHQK5	34.99	100																					
207450	B09X5XWKMZ	34.99	83																					
207451	B09X5WDTH8	34.99	83																					
207452	B09X5WDHH4	34.99	100																					
207453	B09X6CNH7H	34.99	100																					
207454	B09X5WSDCZ	31.99	22																					
207455	B09X5X17RR	31.99	12																					
207457	B09X5WQZC7	31.99	8																					
207459	B09X5X3DWP	31.99	7																					
207471	B07WJRVZCL	62.99	15																					
207480	B07WFKV6MV	74.99	7																					
207481	B07WFL7X38	74.99	4																					
207482	B09X5WLB1L	39.99	25																					
207486	B09X5YMWVZ	31.99	24																					
207522	B09WDQH946	49.99	32																					
207533	B08TRQHJ9L	29.99	8																					
207552	B09XN7FTVP	21.99	8																					
207558	B09XN54NZL	21.99	12																					
207559	B0B66JW4VX	12.99	8																					
207578	B09VGFM2YR	10.99	29																					
207580	B09VGG8GYV	15.99	24																					
207592	B09XN752MD	21.99	17																					
207593	B09VGH6MM8	9.99	9																					
207595	B0CHHNJT9M	15.99	23																					
207597	B09VGH1JS3	12.99	19																					
207598	B09VGH3D8H	77.99	46																					
207599	B09VGDK9P2	15.99	7																					
207602	B09VGG3FV2	43.99	19																					
207605	B09XN5XRRN	16.99	16																					
207652	B083R8BHBP	19.99	12																					
207711	B09NDL2DML	34.99	19																					
207769	B09XN6VD9F	54.99	20																					
207771	B09WMR5F3R	209.99	15																					
207772	B09WMRZYJL	239.99	7																					
207781	B09WXZDBN1	84.99	18																					
207943	B09H1RNYVS	44.99	54																					
207952	B09H1CVY4S	39.99	13																					
208053	B09YDJ8FQ3	16.99	8																					
208054	B09YDGJ8DG	16.99	8																					
208055	B09YDFCRLS	44.99	54																					
208056	B09YDGVX4G	49.99	100																					
208057	B09YDHN71M	37.99	100																					
208059	B09YDFFQ12	37.99	21																					
208060	B09YDH7B7L	37.99	18																					
208064	B09YDGPC8Y	16.99	22																					
208065	B09YDG71W8	16.99	14																					
208067	B09YDG8FVC	16.99	29																					
208080	B09YDFHQNQ	7.99	15																					
208081	B09YDGD2R5	7.99	12																					
208087	B09YDG7TXS	16.99	9																					
208088	B09YDHXZYV	16.99	7																					
208091	B09YDH6F2C	16.99	80																					
208092	B09YDDRDCT	24.99	14																					
208094	B09YDFXY3M	16.99	100																					
208095	B09YDCKJS5	16.99	19																					
208096	B09YDGFLDD	16.99	100																					
208098	B09YDGCL84	16.99	33																					
208100	B09YDGZ922	7.99	6																					
208114	B09YDFF2WG	16.99	34																					
208142	B09YDGWH9P	16.99	24																					
208144	B09YDF2BVD	16.99	45																					
208146	B09HN3XPCT	89.99	15																					
208162	B0BVKYMTRB	191.88	20																					
208166	B09VY4CYW9	79.99	7																					
208342	B09XXC6J7D	59.99	13																					
208343	B09XX9BJ15	59.99	20																					
208352	B09YDGWYY7	21.99	100																					
208353	B09YDH6CMF	21.99	75																					
208586	B09Y8Z1ZDP	49.99	64																					
208587	B09Y91M1YB	49.99	100																					
208600	B084HHW34G	11.99	16																					
208609	B07XZPLL2X	29.99	17																					
208613	B09YHH364K	59.99	17																					
208615	B09YHGFFQZ	59.99	28																					
208616	B09YHGC58S	49.99	15																					
208617	B09YHDLVDC	49.99	13																					
208653	B0B23TNL44	34.99	3																					
208654	B0B23ZZLQX	34.99	3																					
208656	B0B23WXKCZ	34.99	2																					
208708	B09Z9HKQVY	34.99	1																					
208769	B09Z1G3SZY	59.99	27																					
208771	B09YN1P3TX	44.99	35																					
208778	B09YRGD3GW	44.99	100																					
208866	B09ZRWHLKF	189.99	8																					
208874	B09YT98NQY	159.99	6																					
209023	B09YHSBS9K	14.99	6																					
209024	B09YHTW273	14.99	6																					
209025	B09YHTM9SR	14.99	7																					
209041	B09S7KPGKY	6.99	11																					
209056	B09S7PQXHR	6.99	10																					
209071	B09S7FTKZ9	7.99	3																					
209080	B084PSVMB4	7.99	5																					
209083	B084PT27QJ	7.99	3																					
209084	B07MXZ3YM7	12.99	1																					
209111	B0B1TWGY33	134.91	31																					
209115	B0B1TPXV14	159.99	20																					
209121	B0B14YC3W9	31.99	10																					
209122	B0B14ZMCVT	31.99	10																					
209128	B0B14YSM6Y	31.99	18																					
209129	B0B14XRJSH	31.99	17																					
209130	B0B14YDG2T	34.99	21																					
209131	B0B14YF3KX	34.99	17																					
209133	B09ZT5P28G	32.99	14																					
209135	B09ZT9RX26	29.99	44																					
209137	B0B14XJRXF	32.99	27																					
209139	B0B14XKCBR	31.99	100																					
209141	B0B23KVM93	34.99	27																					
209143	B0B14Z3THW	32.99	14																					
209144	B0B14YR9WL	34.99	100																					
209150	B0B14Z7WDV	18.99	36																					
209151	B0B14XHZ35	18.99	32																					
209152	B0B14X1LBX	18.99	29																					
209153	B0B14XB992	31.99	43																					
209154	B0B14YRC2D	31.99	43																					
209157	B0B14XD7J4	32.99	22																					
209158	B0B14W8955	32.99	8																					
209159	B09ZSS4BWV	34.99	68																					
209160	B0B14Z9Q3X	34.99	86																					
209167	B0B14YLDTZ	38.99	65																					
209168	B0B14YLYS4	38.99	74																					
209178	B0B23Q27N3	69.99	100																					
209180	B07WHNSK54	74.99	74																					
209182	B07WFKX66D	74.99	29																					
209190	B0B14YLT9F	62.99	11																					
209191	B0B14X1B46	62.99	11																					
209225	B09H1F6232	19.99	9																					
209248	B0B2X13MKD	349.99	7																					
209249	B0B2X4DP5C	259.99	9																					
209282	B0BX9RLHJ5	19.99	4																					
209374	B07RRXB1ZS	19.99	8																					
209376	B07RSYDYS9	19.99	4																					
209377	B07RSXVS8N	19.99	9																					
209378	B07RV3G5MW	19.99	6																					
209379	B07RSXV4SK	19.99	4																					
209400	B013PTOZ3U	19.99	2																					
209406	B08BK3SWVM	19.99	4																					
209411	B08BK2TT1P	19.99	9																					
209413	B08BK2T2LC	19.99	3																					
209450	B0B12QY2Y3	16.99	64																					
209451	B0B12PNB1K	16.99	7																					
209452	B0B12PXB8B	16.99	10																					
209463	B0B12RD4HR	16.99	41																					
209464	B0B12QHCXL	16.99	35																					
209465	B0B12QXW3G	16.99	14																					
209466	B0B12Q59NH	16.99	38																					
209470	B08YKFXP7S	16.99	50																					
209471	B08YKFCL8T	16.99	51																					
209473	B08YKD49W8	16.99	44																					
209476	B08YKC7ZRC	16.99	46																					
209481	B0B12NRTDV	16.99	15																					
209482	B0B12Q5YKP	16.99	6																					
209493	B0B12MTXPJ	16.99	26																					
209497	B0B12QQCNX	17.99	26																					
209501	B0B12P93QZ	16.99	6																					
209512	B0B12SFN51	16.99	19																					
209530	B0B12PYHJ7	7.99	7																					
209547	B0B12PR7Y6	16.99	9																					
209560	B0B12QX3LC	29.99	7																					
209597	B0B12Q852L	16.99	100																					
209598	B0B12QZXMZ	16.99	100																					
209600	B0B12RBCWQ	16.99	100																					
209629	B09H4FTC69	17.99	7																					
209684	B09Q929JDF	16.99	6																					
209692	B0B1GFXFDQ	29.99	74																					
209745	B07X7XTHQ9	24.99	3																					
209749	B07VBFV6BG	19.99	3																					
209750	B07VDL8WJT	19.99	3																					
209751	B07VCL8NTB	19.99	2																					
209752	B07VCLBC6T	19.99	3																					
209753	B07VDLBDVS	19.99	2																					
209754	B013PTOK08	19.99	1																					
209755	B013PTOJF4	19.99	2																					
209759	B07VP6DVCG	19.99	9																					
209760	B07VRF15P2	19.99	2																					
209762	B07VSHPL7C	19.99	8																					
209763	B07VT6NJ5B	19.99	6																					
209770	B07S6BR1V5	19.99	3																					
209771	B07S8C3YXM	19.99	2																					
209772	B07SBFC1L8	19.99	3																					
209773	B07S6BQXBZ	19.99	3																					
209779	B07VFP9TH5	19.99	5																					
209781	B07VHRS2SL	19.99	9																					
209782	B07VGSLWH5	19.99	5																					
209783	B07VGSLPXK	19.99	2																					
209784	B07HDH1FW9	19.99	4																					
209785	B07HDFNN6D	19.99	8																					
209799	B01MRX3A45	19.99	5																					
209800	B01N7D3UJB	19.99	2																					
209801	B01N2OS7KI	19.99	2																					
209804	B013JWB4EG	19.99	7																					
209805	B013JWB8WY	19.99	2																					
209806	B013JWBC8Y	19.99	4																					
209807	B013JWBG94	19.99	5																					
209808	B013JWBLA8	19.99	1																					
209809	B013JW3TJE	19.99	1																					
209810	B013JW3YI0	19.99	2																					
209820	B013JVBR7Q	19.99	9																					
209829	B09S5RHYLS	19.99	8																					
209830	B09S5KD135	19.99	3																					
209831	B09S5SKHKF	19.99	4																					
209832	B09S5XMJFJ	19.99	6																					
209833	B09S5RFJH8	19.99	4																					
209834	B09S62NFP5	19.99	10																					
209835	B09S5NK3Y3	19.99	7																					
209836	B09S5LBCTL	19.99	9																					
209837	B09S5NPGC6	19.99	10																					
209838	B09S5M1S9C	19.99	5																					
209859	B08BCKKPSZ	19.99	10																					
209860	B08BCLDKC7	19.99	9																					
209861	B08BCL3658	19.99	1																					
209862	B08BBPRQSS	19.99	5																					
209863	B08BCKQDTH	19.99	1																					
209892	B0B5PL27YR	17.99	2																					
209894	B0B5PKYL3F	17.99	3																					
209895	B0B26RV7JK	64.99	12																					
209896	B0B27KP7WF	64.99	11																					
209898	B0B27CMFYC	64.99	8																					
209899	B0B26W9Y8R	64.99	9																					
210049	B09G6J937F	29.99	6																					
210229	B0B24YPQ9D	59.99	63																					
210249	B0B2XXJDV5	89.99	14																					
210273	B0BNFNXV7W	3.99	32																					
210274	B0BNFJVRC2	3.99	43																					
210276	B0BN27HJTS	3.99	73																					
210278	B0BNVWGKJN	3.99	100																					
210279	B0BN2BXKB9	3.99	100																					
210281	B0B4JTW65X	31.99	14																					
210282	B0B45LXW19	34.99	30																					
210287	B0B4JT458R	31.99	11																					
210296	B0B45KGHT7	31.99	100																					
210297	B0B45LXXHM	31.99	100																					
210301	B0B45LW6ZH	31.99	29																					
210303	B08HVZXSTS	34.99	95																					
210304	B0B45K6X6V	34.99	100																					
210305	B0B45LS1Y8	34.99	100																					
210306	B0B45N97P6	34.99	100																					
210309	B0B45LW7TC	29.99	39																					
210312	B0B45M24HT	34.99	100																					
210331	B08479QZ1T	38.99	8																					
210334	B093F3TDPY	41.99	21																					
210335	B0B45MD7MG	49.99	28																					
210336	B07WGGDB48	34.99	23																					
210337	B07WHJYFD2	34.99	23																					
210340	B0B45N61WX	87.99	39																					
210342	B0B45M1RP3	74.99	37																					
210343	B0B45MYN2V	74.99	13																					
210344	B0B45LYRK9	74.99	6																					
210347	B0B45LYCW5	31.99	12																					
210378	B0B3RL1PMX	19.99	46																					
210405	B0B3RNZKFF	23.99	35																					
210406	B0B3RNJBTN	23.99	9																					
210407	B0B3RNZHDK	23.99	3																					
210416	B0B3RN2L2D	70.99	9																					
210417	B0B3RLZ4TX	23.99	9																					
210509	B0B2TNXYHP	99.99	25																					
210548	B09WWSSJCG	16.99	8																					
210550	B09WWSWQCC	16.99	6																					
210721	B0B3J72MM2	59.99	20																					
210825	B099KGWTX8	12.99	10																					
210857	B0BT4SLP5D	19.99	6																					
210896	B09P73QCDB	18.99	7																					
210912	B0B49SWDGM	59.99	20																					
210916	B09JLVTR5J	7.99	11																					
210932	B09XBCHGDP	9.99	21																					
210946	B09NMFMM9R	14.99	6																					
210948	B09NMHTY3Y	14.99	6																					
211073	B0B4NT6CJR	59.99	14																					
211120	B09RPYZ95Z	18.99	9																					
211126	B09RQ2G89L	7.99	7																					
211127	B09RQ2G5JY	13.99	9																					
211161	B0B4NLDVWD	8.99	76																					
211165	B0B4NM3YX4	11.99	22																					
211168	B0B4NM2BCR	34.99	6																					
211171	B0BNK95811	9.99	18																					
211173	B0BNK7TKF9	9.99	26																					
211185	B0B4NKK8Q5	35.99	14																					
211186	B0B5PJYMYS	24.99	53																					
211187	B0B5PLKCCD	24.99	34																					
211188	B0B4NK9P8T	39.99	20																					
211191	B07212CCML	7.99	6																					
211211	B0B5PMNDKL	9.99	21																					
211212	B0B5PMSN4S	9.99	5																					
211213	B08FXRSFMJ	9.99	16																					
211214	B08FXQKDHQ	9.99	3																					
211215	B08FXRHGWV	9.99	7																					
211216	B08FXQ1NKV	9.99	20																					
211217	B08FXRGGC2	9.99	4																					
211218	B09C165T2B	9.99	29																					
211241	B0B4VFB47Q	34.99	22																					
211242	B0B4V6FQ9V	29.99	28																					
211244	B0B4TYR71J	31.99	18																					
211245	B0B4V7TRQH	31.99	24																					
211248	B0B7NQQWFR	34.99	48																					
211249	B0B7NTL4SG	34.99	100																					
211253	B0B4TYGLYG	29.99	55																					
211254	B0B4V91KH7	29.99	65																					
211255	B0B4TWRPX5	29.99	91																					
211257	B0B4TZPY42	31.99	9																					
211258	B0B4V5HZDX	31.99	60																					
211259	B0B4VBT5T7	31.99	100																					
211261	B0B4VJCR6N	32.99	17																					
211262	B0B4V2X7PD	32.99	1																					
211264	B0B4V4R4WY	31.99	18																					
211265	B0B4VJWCGD	34.99	70																					
211270	B0B4VRDBX8	31.99	24																					
211271	B0B4VJH6GN	34.99	57																					
211272	B0B4VF6W68	34.99	72																					
211273	B0B4VGD7BF	34.99	92																					
211275	B0B4V48NZH	32.99	6																					
211277	B0B4VC3R33	34.99	100																					
211278	B0B4VF99WJ	34.99	100																					
211289	B0B4V7NHM9	38.99	52																					
211292	B07NL4FWLQ	152.91	14																					
211298	B07WGDLTGW	34.99	55																					
211299	B07WGG5ZCQ	34.99	54																					
211301	B0B7NRY3F8	81.99	100																					
211306	B0B4VC9RH3	49.99	17																					
211312	B0B3WSBJWM	249.99	10																					
211317	B0B56Q61DF	64.99	9																					
211334	B07SK7KXXM	9.99	90																					
211338	B097NKJXHY	9.99	29																					
211340	B097NKQ8LB	6.99	20																					
211341	B09G2PQLWW	7.99	53																					
