sku	asin	price	quantity	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	Minimum order quantity	Sell remainder
217438	B0B4Y6VQBP	19.99	8																					
217478	B0B8KW4X5V	49.99	24																					
217484	B09R45STXK	49.99	7																					
217485	B0B55W8NDF	49.99	25																					
217486	B0B55WSSJ7	49.99	21																					
217488	B0BKV48VC3	49.99	6																					
217553	B0C81VW8H5	29.99	8																					
217556	B0C81YNJFM	29.99	3																					
217622	B0BTKTVKVP	37.99	13																					
217625	B0BTKVB38D	33.99	6																					
217630	B0BTKVJCJW	37.99	21																					
217631	B0BTKVNFXB	37.99	9																					
217632	B0BTKVVD85	33.99	14																					
217634	B0BTKWZGDD	37.99	28																					
217636	B0BTKW7GS2	33.99	26																					
217637	B0BTKTVDPK	33.99	18																					
217638	B0BTKX6GTD	33.99	17																					
217640	B0BTKVBNZ4	37.99	11																					
217642	B0BTKVML1V	37.99	16																					
217646	B0BTKWXKTK	37.99	16																					
217647	B0BTKW3RZ7	37.99	10																					
217653	B0BTKVG332	33.99	10																					
217673	B0BTKSD53H	33.99	26																					
217767	B0BR3F79R7	24.99	100																					
217788	B0CJRQ9ZV8	29.99	100																					
217838	B0BTCQ9J56	91.99	10																					
217844	B0BVZS7TKR	29.99	17																					
217845	B0BVZTB45W	29.99	16																					
217846	B0BVZQZKL8	29.99	18																					
217847	B0BVZRT23T	29.99	13																					
217849	B0BT3Y7ZHS	19.99	6																					
217851	B0BT3S925D	19.99	19																					
217936	B0BBZ2N9KV	16.99	19																					
217959	B0BCXLM63Z	16.99	10																					
217960	B0BCXK7J1P	16.99	7																					
217966	B0BV2434VJ	59.99	19																					
217967	B0BV24HDZX	59.99	13																					
218044	B0BXLV8D7F	27.99	100																					
218075	B0BVBKJ4Q7	84.99	13																					
218102	B0BRT6YFYH	9.99	19																					
218141	B0CC6F9FLY	9.99	100																					
218142	B0CC6GRT4S	9.99	20																					
218218	B0BRWS76ZC	15.99	10																					
218227	B0BRWRJM3H	7.99	15																					
218229	B0BRWS9987	15.99	6																					
218236	B0CG1TBM5X	18.99	12																					
218238	B0BRX32SZK	18.99	43																					
218239	B0BRXW6YZ2	18.99	40																					
218240	B0BRXV914Q	18.99	46																					
218241	B0BRXW7KKY	18.99	46																					
218242	B0BRXVN3BJ	18.99	33																					
218243	B0BRXW5T7W	18.99	47																					
218244	B0BRXTG9C7	18.99	39																					
218245	B0BRXVV38W	27.99	43																					
218261	B08CJTJKBR	9.99	5																					
218262	B089MB9JN8	14.99	2																					
218278	B0BTDKMP95	14.99	25																					
218279	B0BTDJ6NB7	14.99	30																					
218332	B0BXDPD34L	7.99	28																					
218340	B0C8QF3CFM	21.99	100																					
218358	B0CKVR6HWK	19.99	26																					
218360	B0CKW7962B	12.99	24																					
218364	B0CKVS33F8	29.99	62																					
218412	B0CKW5HFT4	10.99	7																					
218415	B0CKW6RD4H	15.99	27																					
218476	B0BKS5214P	6.95	22																					
218525	B0BXB8FSZV	33.99	12																					
218526	B0BXB7B5RT	33.99	18																					
218527	B0BXB6YVWX	33.99	34																					
218530	B0BXB8Z7QL	37.99	12																					
218531	B0BXB8HRY8	37.99	7																					
218549	B0BXB8G8BC	37.99	11																					
218551	B0BXB8QPK8	33.99	14																					
218556	B0BXB6V3Z4	33.99	12																					
218557	B0BXB6PWWP	37.99	33																					
218558	B0BXB8B6VM	37.99	25																					
218560	B0BXB8MPBM	37.99	34																					
218563	B0BXB95551	37.99	18																					
218565	B0BXB8J24B	37.99	23																					
218567	B0BXB5T7B4	37.99	7																					
218572	B0BXB7D2JD	37.99	10																					
218588	B0BXB72H4F	84.99	17																					
218589	B0BXB8DTMJ	84.99	18																					
218590	B0BXB7QKJL	84.99	1																					
218593	B0BXB9N5CK	37.99	14																					
218596	B0BXPWNS7D	34.99	8																					
218597	B0BXPYYJ42	34.99	12																					
218598	B0BXPXPFCC	34.99	8																					
218599	B0BXPWGX7Q	34.99	11																					
218600	B0BXPW79Y2	34.99	13																					
218601	B0BXPWZYNG	34.99	6																					
218602	B0BXPXJ8TL	34.99	7																					
218603	B0BXQ1XLV9	34.99	7																					
218604	B0BXPVM1DD	34.99	6																					
218605	B0BXPWZNTD	34.99	7																					
218606	B0BXPXX8T4	34.99	9																					
218607	B0BXQ18N67	34.99	7																					
218608	B0BXPW6F9M	34.99	6																					
218609	B0BXPX8DC4	34.99	9																					
218610	B0BXPWPWXQ	34.99	8																					
218611	B0BXPY5YGW	34.99	7																					
218612	B0BXPW9217	34.99	7																					
218613	B0BXPSZPKP	34.99	7																					
218614	B0BXPZ2QSL	34.99	7																					
218615	B0BXPWV69M	34.99	5																					
218616	B0BXPVF75Y	34.99	24																					
218617	B0BXPT9M61	34.99	20																					
218618	B0BXPZC31T	34.99	15																					
218619	B0BXPWPKG6	34.99	14																					
218622	B0BXPY4KGB	34.99	11																					
218623	B0BXPVC8L4	34.99	11																					
218624	B0BXPW2NZ6	34.99	11																					
218625	B0BXPY3V31	34.99	10																					
218627	B0BXPXNSNG	34.99	9																					
218628	B0BXPZFTHG	34.99	6																					
218629	B0BXPVB78T	34.99	6																					
218630	B0BXPTZJZC	34.99	9																					
218631	B0BXPXDTDW	34.99	15																					
218632	B0BXPXPFFV	34.99	33																					
218633	B0BXPTW8DC	34.99	19																					
218634	B0BXPX2Q9F	34.99	17																					
218635	B0BXPX4Z7F	34.99	18																					
218636	B0BXPYR817	34.99	6																					
218637	B0BXPWVQVQ	34.99	4																					
218638	B0BXPVPHZ4	34.99	6																					
218639	B0BXPV5NT9	34.99	7																					
218640	B0BXPXCB2L	34.99	12																					
218651	B0BXPWYZD1	34.99	17																					
218652	B0BXPXXGDD	34.99	13																					
218653	B0BXPV9NJD	34.99	11																					
218654	B0BXPTCZKQ	34.99	15																					
218655	B0BXPWM14Z	34.99	17																					
218656	B0BXPVQQCJ	34.99	6																					
218657	B0BXPZ5MM2	34.99	7																					
218660	B0BXPXBMJN	34.99	6																					
218661	B0BXPX4Z7V	34.99	12																					
218662	B0BXPWYNW3	34.99	14																					
218663	B0BXPY9RX4	34.99	12																					
218664	B0BXPY1LXC	34.99	14																					
218665	B0BXPVMFHH	34.99	12																					
218666	B0BXPZB9SL	34.99	13																					
218667	B0BXPZCXRJ	34.99	14																					
218668	B0BXPWVRQ3	34.99	13																					
218669	B0BXPWYNWF	34.99	15																					
218670	B0BXPWDC8N	34.99	15																					
218681	B0BXPXGNF7	34.99	21																					
218682	B0BXPX6KHZ	34.99	51																					
218683	B0BXPTQLPX	34.99	19																					
218684	B0BXPVNJXM	34.99	21																					
218685	B0BXPT5W6F	34.99	22																					
218691	B0BWJBMKYV	54.99	7																					
218692	B0BWJCS31W	54.99	6																					
218697	B0BX2KXZH5	79.99	27																					
218698	B0BX2NDGY4	69.99	9																					
218705	B0BJ7QJ154	17.99	8																					
218707	B0BJ7N6ZCL	17.99	12																					
218710	B0BJ7QSBXC	17.99	25																					
218725	B0BLT99T25	17.99	6																					
218727	B0BLT6YQ45	17.99	21																					
218736	B0BS27RGPX	17.99	9																					
218757	B0CK1HQMJH	24.99	57																					
218763	B0CP48ZCKD	24.99	100																					
218919	B0BY6WHTL2	23.99	8																					
218954	B097RXYZH7	19.99	66																					
219017	B0BW4J2GMK	45.99	1																					
219025	B0BVVPNSVP	39.99	21																					
219027	B0BW4C5L14	37.99	2																					
219028	B0BYW9FK53	39.99	9																					
219035	B0BYW9L8VP	39.99	14																					
219036	B0BYW93KF9	39.99	6																					
219039	B0BYW984B8	39.99	9																					
219050	B0BLZPLM6G	37.99	2																					
219056	B0BW4GRH3S	37.99	9																					
219058	B0BW4HSXQ1	37.99	6																					
219062	B0BW4HQGXZ	44.99	12																					
219073	B0BW4F7RXV	44.99	6																					
219075	B0BW4D3B41	44.99	10																					
219078	B0BW4DDVKS	44.99	19																					
219080	B0BW4H3SJG	44.99	14																					
219111	B0BW4F36NL	5.99	4																					
219115	B0BW4BYPFM	5.99	6																					
219119	B0BW4B6SVP	5.99	9																					
219121	B0BW4GTTW9	5.99	4																					
219123	B0BW4GCHJY	5.99	19																					
219124	B0BW4F8XPB	5.99	3																					
219127	B0BW49R29Q	14.99	4																					
219129	B0BW4CNQT5	14.99	8																					
219131	B0B9T3C3MC	13.99	3																					
219134	B0BW4F2VJG	13.99	8																					
219137	B0BW4B6VCQ	13.99	11																					
219140	B0BW4C8B2X	13.99	9																					
219142	B0BW4F19H7	13.99	13																					
219143	B0BW4D35YC	13.99	4																					
219146	B0BW4G73D4	13.99	9																					
219147	B0BW4B486V	13.99	5																					
219152	B0BWFTBSTT	16.99	24																					
219154	B0BWFT5M66	16.99	85																					
219155	B0BWFS81P9	16.99	45																					
219157	B0BWFS6R27	16.99	13																					
219158	B0BWFRLLJV	16.99	15																					
219160	B0BWGR6BTX	39.99	100																					
219161	B0BWGS425P	37.99	100																					
219162	B0BXRFDCHZ	16.99	100																					
219163	B0BXRNWN8D	16.99	100																					
219166	B0BXRK3N7Z	16.99	100																					
219167	B0BXR7VX4H	16.99	100																					
219168	B0BXRLKP7R	16.99	100																					
219169	B0BXRH65V2	16.99	100																					
219170	B0BXRGMZLZ	49.99	100																					
219172	B0BXR7VJZW	16.99	100																					
219176	B0BXRNLVQG	16.99	57																					
219177	B0BXR7SXWY	16.99	44																					
219178	B0BXRFFTMS	16.99	51																					
219179	B0BXRKJLN5	37.99	23																					
219180	B0BXR7DFH6	16.99	100																					
219182	B0BXRFFSNH	16.99	100																					
219183	B0BXRM2B32	16.99	100																					
219184	B0BXRNSSVF	16.99	100																					
219185	B0BXRNLJW1	16.99	100																					
219186	B0BXRLQX3Q	16.99	100																					
219200	B0BXRD8Y7W	29.99	19																					
219213	B09MSJSND1	16.99	62																					
219214	B0BXXCGHT2	16.99	100																					
219218	B09RQXRX4N	24.99	100																					
219219	B09SX4G5QV	16.99	83																					
219220	B0BXXBL86H	16.99	38																					
219221	B0BXXC13SW	16.99	14																					
219222	B0BXX9NQ6W	16.99	35																					
219223	B0BXXB1NTV	16.99	81																					
219224	B0BXXBGKM8	16.99	62																					
219225	B0BXXR3YML	16.99	66																					
219226	B0BXXLY6NL	16.99	30																					
219227	B0BXXBSDBQ	16.99	100																					
219230	B0BXXCRJCJ	24.99	100																					
219232	B0BXXBC6CY	24.99	57																					
219233	B0BXX8N9PJ	24.99	100																					
219349	B085HZGZJ2	4.99	6																					
219354	B08NXWPBX1	4.99	24																					
219489	B07R2FMYW8	5.99	100																					
219571	B0C5B1KWPP	29.99	100																					
219584	B0C5JBRX5W	4.99	100																					
219594	B0C6N13ZY3	7.99	20																					
219602	B0CHFRYHYL	5.99	1																					
219612	B0CHFS2DYN	5.99	28																					
219627	B0CL9NMB5F	5.99	28																					
219629	B0C64NFF51	13.99	25																					
219652	B0C18YDX2C	19.99	6																					
219653	B0C18ZKZ16	19.99	11																					
219656	B0C18ZTLGJ	39.99	8																					
219657	B0C18YCVM7	39.99	46																					
219668	B0C191MCV3	19.99	100																					
219786	B0B5V239QG	3.99	100																					
219787	B0B5V3GN7W	3.99	100																					
219788	B0842PTNY6	9.99	47																					
219789	B08THQD5WG	9.99	35																					
219792	B08THV614T	9.99	21																					
219793	B08THKHP73	9.99	34																					
219828	B0CBYZQXCT	131.99	24																					
219830	B08VWSCT9V	9.99	14																					
219836	B09YYKX2XB	9.99	11																					
219839	B0BXPBPLXH	12.99	10																					
219843	B09HKLFBNY	14.99	11																					
219844	B09HKLKPM2	14.99	14																					
219855	B009XBAQM4	7.99	9																					
219858	B01LQL6ZC8	16.99	6																					
219862	B09234451G	6.99	3																					
219874	B0B6S583SD	19.99	9																					
219879	B0BKS53HGJ	6.99	14																					
219886	B09FFLC5YS	16.99	6																					
219889	B01FLAHQD2	23.99	3																					
219890	B01FLAHWQS	19.99	4																					
219892	B07V3XFD71	23.99	4																					
219908	B09FFKQMXT	3.99	5																					
219920	B09FFPRWTK	9.99	18																					
219921	B09FFM6CLL	9.99	35																					
219923	B09C8L4YR2	16.99	19																					
219934	B0C5JT3Y3B	12.99	9																					
219936	B09FFLNTNP	19.99	10																					
219942	B08ZHTXGZ3	3.99	3																					
219950	B09YY7ST99	14.99	17																					
219956	B09234QL99	4.99	11																					
219958	B09234N9JN	6.99	7																					
219959	B09234VQJZ	5.99	8																					
219960	B092345M5M	6.99	8																					
219965	B09RG5TQK1	24.99	30																					
219971	B0BHR5RPRC	24.99	9																					
219973	B08B1TCSBP	4.99	12																					
219983	B07B6CR8JQ	8.99	13																					
219985	B07B6K8YGT	8.99	13																					
219988	B0BLZLJ4GL	19.99	1																					
219990	B087QR4ZVB	9.99	7																					
220004	B09JX1V74Y	9.99	4																					
220005	B0BHR52KVB	19.99	7																					
220020	B0B4P77KMF	5.99	2																					
220026	B0B4P5GHNG	5.99	3																					
220038	B09FFLQVDN	19.99	10																					
220040	B09FFN1GCK	19.99	8																					
220043	B07X38LY4D	23.99	7																					
220044	B09FFL68CK	6.99	8																					
220048	B0B727QSPS	19.99	6																					
220053	B08ZJBNRMW	5.99	7																					
220055	B08ZJBJMQN	5.99	8																					
220065	B0BHRFLJXK	29.99	6																					
220076	B0BHR4L6M6	29.99	7																					
220079	B0BHR59Q3S	29.99	8																					
220087	B0973DJDFK	21.99	33																					
220109	B09ZPL1T8V	14.99	4																					
220111	B09XR4ZWCJ	19.99	11																					
220113	B09ZPMKKHJ	24.99	15																					
220118	B08QVXVH9D	19.99	4																					
220201	B0BT88KPZ5	14.99	2																					
220271	B0BYYNYM76	15.99	12																					
220272	B0BYYMPY7K	15.99	13																					
220274	B0BYYMFBZ6	30.99	19																					
220280	B0BYYMC9FD	8.99	65																					
220284	B0BYYLFGSF	6.99	54																					
220289	B0BYYM4XHV	42.99	15																					
220298	B0BYYMGKJW	26.99	43																					
220299	B0BYYM5HRH	50.99	14																					
220302	B097ZPXHNV	5.99	15																					
220303	B08CJZH96N	4.99	51																					
220304	B0C3JGYR9D	56.99	86																					
220305	B0CJ5M72LF	21.99	60																					
220342	B0C18YK1XG	33.99	30																					
220343	B0C18WXFJK	33.99	29																					
220349	B0BZZLBQRY	33.99	13																					
220350	B0BZZK91PJ	33.99	23																					
220351	B0BZZNDY2C	33.99	23																					
220352	B0BZZMBXBT	37.99	6																					
220355	B0BZZK3WG9	37.99	23																					
220357	B0BZZLDQJM	33.99	21																					
220362	B0BZZLCHS9	37.99	22																					
220363	B0BZZL817S	37.99	1																					
220364	B0BZZKP22T	33.99	14																					
220365	B0BZZKDJSH	33.99	27																					
220367	B0BZZJSQ65	37.99	7																					
220370	B0BZZLT1F8	37.99	21																					
220371	B0BZZJJS6F	37.99	19																					
220372	B0BZZKNG3F	37.99	20																					
220373	B0BZZLHH72	37.99	4																					
220377	B0BZZM1CQG	37.99	14																					
220378	B0BZZLF6KR	37.99	24																					
220379	B0BZZK74XB	33.99	24																					
220380	B0BZZKT296	37.99	26																					
220381	B0BZZN1MX6	37.99	7																					
220388	B0BZZL3BTJ	37.99	29																					
220389	B0BZZLJG9G	37.99	10																					
220392	B0BZZJFCWP	39.99	25																					
220426	B0CBSQ4LLX	24.99	3																					
220436	B083V3K5L3	49.99	2																					
220438	B083V49J2S	49.99	1																					
220478	B08QMTRB68	19.99	1																					
220480	B08LW22M9L	19.99	1																					
220481	B08LW43NZB	19.99	2																					
220482	B08QWBZ3QL	19.99	1																					
220484	B0BGFZC3VR	19.99	4																					
220488	B0BGG2SBK3	19.99	2																					
220491	B0BGG2ZGMW	19.99	1																					
220502	B07V82FRNW	19.99	1																					
220503	B07TMR4957	19.99	1																					
220506	B07TKMT5YG	19.99	1																					
220513	B0C24J63BR	19.99	1																					
220514	B0C24H16B5	19.99	1																					
220516	B0C24HNJWG	19.99	1																					
220517	B0C24KQJCJ	19.99	1																					
220523	B0C246X8Q8	19.99	1																					
220524	B0C248J3FC	19.99	1																					
220525	B0C24B8TN1	19.99	2																					
220526	B0C246M4FM	19.99	1																					
220527	B0C245W2B8	19.99	1																					
220546	B0C24RKF3H	19.99	1																					
220547	B0C24R71QZ	19.99	1																					
220550	B08XJ7FV8R	19.99	1																					
220551	B08XGZ86KL	19.99	2																					
220552	B08XHY5S59	19.99	1																					
220627	B0BNLLYN9J	32.99	7																					
220675	B0BLT4D3K3	45.99	7																					
220677	B0BLT58C88	13.99	16																					
220679	B0BLQ912DG	19.99	15																					
220883	B08MWLLX2X	19.99	1																					
220884	B08MWK39YZ	19.99	1																					
220886	B08QMNB674	19.99	1																					
220891	B08CH1B8SP	19.99	1																					
220892	B08CNLBD25	19.99	1																					
220904	B0CP2JDLM3	3.99	7																					
220907	B0CP46YZ4D	11.99	54																					
220908	B0CP483BZF	11.99	42																					
220962	B0CH3HHQ3N	24.99	2																					
221002	B0C1B655KN	99.99	6																					
221003	B0C1B59BLL	99.99	26																					
221030	B09PDWWQNH	25.99	36																					
221031	B0BLT4NCYN	35.99	12																					
221032	B0BLT5JQDT	13.99	16																					
221033	B0BLT9RJ7J	7.99	8																					
221040	B09M7QW21M	19.99	2																					
221042	B09M7MSBWX	19.99	1																					
221043	B09M7N51S6	19.99	1																					
221087	B06ZZB5QT5	5.99	48																					
221088	B07VTKGP27	4.99	52																					
221089	B08CK6NTVB	5.99	44																					
221091	B097ZR83RJ	6.99	44																					
221093	B07HVRBLMH	7.99	7																					
221097	B08CKBRC8B	5.99	24																					
221106	B09PDXLX6Z	25.99	100																					
221109	B0C1B645XH	44.99	6																					
221186	B08DD9ZL1Q	14.99	1																					
221197	B0BX4CTW47	19.99	20																					
221201	B0BBMKNG5R	59.99	11																					
221202	B0BBMLCVCK	59.99	8																					
221205	B0B82JTC1N	13.99	15																					
221266	B0C4G1G1GW	19.99	8																					
221345	B0CBH8G5WC	22.99	3																					
221401	B0CBH9FK79	22.99	1																					
221408	B09TWN9BW7	27.99	30																					
221419	B0C22WV2J5	16.99	100																					
221421	B0C2HSMP3R	8.99	23																					
221422	B0BWFSK6PZ	16.99	100																					
221423	B0BWFTC4M4	16.99	100																					
221424	B0BWFT9MFS	16.99	100																					
221425	B0BWFT5RGN	16.99	100																					
221427	B0BWFWZJWY	16.99	100																					
221428	B0BWFT884N	16.99	100																					
221429	B0BWFWXRX2	16.99	100																					
221436	B0C22LKF9B	16.99	66																					
221437	B0C22WNCVN	16.99	81																					
221438	B0C22RDD3L	16.99	39																					
221439	B0C22QLF63	16.99	37																					
221443	B0C234H5TD	16.99	6																					
221447	B0C22HD715	8.99	96																					
221452	B0C22QVDW6	16.99	100																					
221454	B0C234MCQM	16.99	100																					
221455	B0C22DFWGP	16.99	69																					
221456	B0C232GMHB	16.99	47																					
221457	B0C22QZ2Z1	16.99	64																					
221472	B0C22V6146	16.99	100																					
221473	B0C22HWGN9	16.99	53																					
221474	B0C22TXFD7	16.99	52																					
221475	B0C22QLF6D	16.99	82																					
221476	B0C22S299V	16.99	70																					
221513	B0CJQDB82C	44.99	100																					
221566	B0C4GB3CY8	54.99	11																					
221567	B0C4G9T1TS	54.99	12																					
221570	B0C4G8NTZL	49.99	28																					
221571	B0C4G8JH1L	37.99	29																					
221572	B0C4PBXC88	9.99	26																					
221573	B0C4PFBN51	14.99	35																					
221574	B0C4PDHBZJ	14.99	50																					
221695	B0C4PGZYZD	11.99	12																					
221697	B0C4PCVWKV	4.99	100																					
221698	B0C4PCLB7T	4.99	100																					
221699	B0C4PCWSMT	4.99	97																					
221700	B0C4PF2JDH	4.99	17																					
221701	B0C4PBH52B	4.99	42																					
221702	B0C4PDY3ST	4.99	100																					
221763	B0C4PDTWQ1	11.99	36																					
221764	B0C4PDDX7F	11.99	33																					
221776	B0C64DFSW2	18.99	23																					
221777	B0BRKPLLBK	9.99	57																					
221841	B0BFRJYGNT	9.99	22																					
221849	B0C4PCNRXV	9.99	100																					
221850	B0C4PGM3ZB	9.99	61																					
221851	B0C4PC4SYC	49.99	37																					
221852	B0C4PGVHRR	49.99	18																					
221866	B0C4SBXNVS	16.99	14																					
221867	B0C4SBW8XL	16.99	65																					
221876	B0C4RWLTKY	16.99	100																					
221877	B0C4S52HSG	16.99	100																					
221878	B0C4RKXJ9Y	16.99	100																					
221879	B0C4RWXBS8	16.99	100																					
221880	B0C4S51YMK	16.99	51																					
221881	B0C4RPG3YF	16.99	66																					
221882	B0C4RKY5SC	16.99	51																					
221884	B0C4RVBCDR	16.99	63																					
221885	B0C4RRC75V	16.99	63																					
221886	B0C4RQ5Q2J	16.99	65																					
221887	B0C4YSR9ZP	8.99	100																					
221899	B0C4S92ZZ7	16.99	61																					
221900	B0C4RWS8BL	16.99	100																					
221902	B0C4RMCSK1	16.99	90																					
221903	B0C4RP88BY	16.99	100																					
221904	B0C4RP7TLW	16.99	100																					
221905	B0C4RKYVGC	8.99	100																					
221915	B0C4RR58SF	16.99	10																					
221916	B0C4YNGNLS	16.99	100																					
221918	B0C4YSMZH4	16.99	100																					
221919	B0C4YMMPPH	16.99	100																					
222000	B0C1ZXFXP8	89.99	24																					
222003	B0C1ZZCV7X	46.99	5																					
222007	B00ED3EH4K	9.99	100																					
222030	B0C4ZWQ6X3	14.99	100																					
222031	B0C511C6JR	14.99	100																					
222035	B0BZDZCNKP	10.99	100																					
222036	B0BZ8Y8Y6B	11.99	100																					
222039	B0799N5NW4	11.99	100																					
222044	B0BTGV4TD9	7.99	100																					
222071	B0BZ9154WR	7.99	4																					
222091	B0CJR9VJQ6	39.99	11																					
222218	B0C1HDBSQP	37.99	8																					
222219	B0C37R5S8R	79.99	24																					
222224	B0C5Y4Q7YY	16.99	7																					
222226	B0BCVNS9RB	16.99	9																					
222228	B0BPGS4TV4	16.99	7																					
222229	B0C2J2BW65	16.99	26																					
222233	B0BX958GXP	16.99	62																					
222243	B09PC5CPL8	16.99	9																					
222294	B0C7MTY56D	29.99	100																					
222295	B0C7MTB6QX	29.99	94																					
222296	B0C7MTVDTD	29.99	72																					
222373	B0BZTH552F	19.99	1																					
222382	B08NPZSBPZ	14.99	2																					
222383	B08NPYZ87D	14.99	1																					
222385	B08MKS7BT4	19.99	3																					
222386	B08MLGHKD3	19.99	1																					
222387	B08MLFY82C	19.99	1																					
222388	B08MLNBQVD	19.99	1																					
222397	B0C7VZ5RG2	19.99	1																					
222398	B0C7VY6P6F	19.99	2																					
222399	B0C7VVN4SQ	19.99	2																					
222400	B0C7VVVYH7	19.99	3																					
222401	B0C7VXRB3Y	19.99	2																					
222402	B0BPQRG8SW	22.99	45																					
222433	B0C5RQQF1Z	15.99	56																					
222434	B0C5RRNT2L	15.99	11																					
222435	B0C5RPF18C	15.99	62																					
222608	B09QG1SHQ7	16.99	9																					
222616	B0CBJCBVC2	19.99	1																					
222617	B0CBJCQH3Z	19.99	2																					
222618	B0CBJDT3H9	19.99	1																					
222643	B0BCZKQLJG	19.99	1																					
222694	B0C6HY4YLN	99.99	9																					
222847	B0C6YTG5P1	8.99	44																					
222848	B0C81NP7GT	8.99	75																					
222849	B0C6YT13V4	8.99	100																					
222866	B0C81MSPSR	8.99	100																					
222869	B0C6VZFVFY	16.99	23																					
222870	B0C6VVHT55	16.99	7																					
222871	B0C6VZQNDQ	16.99	28																					
222911	B0C6T9336M	54.99	10																					
222934	B0CP467YB8	79.99	8																					
222935	B0CP44RWH5	79.99	7																					
223020	B0BRT9R3HW	99.99	20																					
223031	B0CJQD3KC7	24.99	2																					
223175	B0CP48JDCP	34.99	16																					
223231	B0BKTRMC28	39.99	14																					
223277	B07486BQM7	32.99	7																					
223292	B0C4Q9X4GZ	34.99	7																					
223299	B081J61LQS	9.99	100																					
223300	B081J3QSLS	9.99	100																					
223480	B0CN7GLF12	29.99	7																					
223484	B0CN7HLQ6D	29.99	8																					
223541	B0C88MKLHP	13.99	43																					
223542	B0C88NJ56K	15.99	28																					
223545	B0C88MH62B	13.99	6																					
223546	B0C88NYZRY	6.99	8																					
223547	B0C88LZHQM	51.99	20																					
223548	B0C88M4K62	34.99	6																					
223551	B0C88MLJTB	32.99	7																					
223554	B0C88MD61M	77.99	14																					
223590	B0BXX3KH9V	52.99	8																					
223597	B01FDBHGHK	8.99	28																					
223599	B07SJG57FG	11.99	43																					
223635	B0BGNHKP5C	6.99	19																					
223661	B0C3DKMWGV	16.99	6																					
223758	B0CNW8FPPF	8.99	9																					
223768	B0CNW86TFP	9.99	6																					
223776	B0CNW8SLDQ	9.99	10																					
223789	B0C781NDKK	14.99	13																					
223863	B0C5RR3VT4	15.99	25																					
223864	B0CB1RNHCN	32.99	51																					
223865	B0CBYYQ2ST	32.99	13																					
223866	B0BVVR457M	14.99	2																					
223868	B0BR1JB8BD	14.99	10																					
223986	B0CJQCRNT6	19.99	10																					
223989	B0CJQCB97M	19.99	74																					
223990	B0C4ZJWM5Z	19.99	83																					
223991	B0C4ZW5T6T	19.99	94																					
223996	B0CKC54QWH	5.99	38																					
223998	B0CCCCQ8VS	5.99	54																					
223999	B0CLMKK5L6	5.99	100																					
224000	B0CLMFW3PQ	5.99	100																					
224009	B07T99KM84	9.99	100																					
224010	B00CMXZYSG	9.99	100																					
224013	B00VLZB0SE	34.99	100																					
224189	B0BBBZ15KP	16.99	19																					
224195	B0BR3GCV9K	16.99	43																					
224199	B09KQ99XT2	16.99	14																					
224205	B0C4G4V49L	16.99	15																					
224206	B09FZXQ93W	16.99	26																					
224211	B09SBVNVFH	16.99	30																					
224215	B0BRD1HNB5	16.99	22																					
224216	B0BL3WMQPV	16.99	16																					
224217	B0C2VVDMQ4	16.99	16																					
224232	B0BN7QNWR8	99.99	8																					
224387	B0CCF96KV9	16.99	100																					
224481	B0CN3DN8V3	6.99	10																					
224484	B0CDTVDVC1	16.99	27																					
224546	B0CH8KNLY8	5.99	35																					
224549	B0CH8M4YV4	13.99	7																					
224565	B0CFQXYKQ7	19.99	47																					
224573	B0B82KSRP6	13.99	23																					
224577	B0CP44WFKM	9.99	12																					
224694	B0CDSLP6FB	24.99	32																					
224695	B0CDSMF1VY	24.99	28																					
224916	B07PML9M2M	3.99	46																					
224920	B08245JFV8	22.99	70																					
224926	B08H58ZK34	14.99	6																					
224944	B0C8PQ76ZG	15.99	16																					
224950	B0CG1YMGYF	15.99	35																					
224951	B0C8PRY254	15.99	11																					
225139	B0BZDXB3YM	4.99	10																					
225146	B0CJQB3RW9	24.99	90																					
225149	B07X3PF2HQ	3.99	100																					
225175	B07TJJQ5H4	6.99	10																					
225195	B0BZDYZRNL	3.99	72																					
225196	B0BZDWMT4R	3.99	62																					
225198	B0BZDZQRMS	3.99	33																					
225236	B0CJ7YVFL6	21.99	4																					
225243	B074TKXZL1	2.99	3																					
225246	B0845NJH5S	2.99	18																					
225252	B00IJVEBLQ	3.99	30																					
225330	B08L3DRNZ6	7.99	26																					
225381	B0BXRLWSMJ	16.99	5																					
225382	B0BXRCXBW6	16.99	6																					
225391	B0CKV1VC98	6.99	11																					
225614	B0CD24R8BK	39.99	100																					
225616	B0CHK34Y3B	39.99	100																					
225703	B09RT39R6H	12.99	4																					
225879	B0CHK2ZXQX	21.99	7																					
225880	B0CHK3JTT1	21.99	35																					
225881	B0CHJZL9Q9	21.99	29																					
226511	B0BQJTW1TX	11.99	21																					
226512	B0BQJWZYJK	11.99	23																					
226516	B0CJCQBY8T	15.99	6																					
226517	B0CD9JRFG5	15.99	19																					
226526	B0BW9GJP93	239.88	1																					
227009	B08P247KRF	19.99	6																					
227010	B01N2KBI8K	19.99	3																					
227233	B00BCRCJSG	.95	20																					
